Marque;"Libellé modèle";Modèle;Groupe;"Description Commerciale";Energie;Carrosserie;Cylindrée;Gamme;"Puissance fiscale";"Puissance maximale";"Puissance nominale électrique";"Poids à vide";"Rapport poids-puissance";"Type de boite";"Nombre rapports";"Conso basse vitesse Min";"Conso basse vitesse Max";"Conso moyenne vitesse Min";"Conso moyenne vitesse Max";"Conso haute vitesse Min";"Conso haute vitesse Max";"Conso T-haute vitesse Min";"Conso T-haute vitesse Max";"Conso vitesse mixte Min";"Conso vitesse mixte Max";"Conso elec Min";"Conso elec Max";"Autonomie elec Min";"Autonomie elec Max";"Autonomie elec urbain Min";"Autonomie elec urbain Max";"CO2 basse vitesse Min";"CO2 basse vitesse Max";"CO2 moyenne vitesse Min";"CO2 moyenne vitesse Max";"CO2 haute vitesse Min";"CO2 haute vitesse Max";"CO2 T-haute vitesse Min";"CO2 T-haute vitesse Max";"CO2 vitesse mixte Min";"CO2 vitesse mixte Max";"Essai CO2 type 1";"Essai HC";"Essai Nox";"Essai HCNox";"Essai particules";"Masse OM Min";"Masse OM Max";Bonus-Malus;"Barème Bonus-Malus";"Prix véhicule"
KIA;SPORTAGE;SPORTAGE;HYUNDAI;"Sportage GTL PREM 136 DCT 4WD";"GAZ+ELEC HNR";"TS TERRAINS/CHEMINS";1598;"MOYENNE SUPERIEURE";7;100,000;7,940;1601;0,06;AUTOMATIQUE;7;5,728;6,659;5,469;6,075;4,698;4,998;6,000;6,230;5,454;5,876;;;;;;;150,09;174,45;143,29;159,11;123,05;130,86;157,21;163,19;142,90;153,90;0,120;;0,025;0,063;;1676;1676;Malus;11927;43590
MINI;MINI;COUNTRYMAN;B.M.W.;"MINI Cooper S Countryman (F60)";ESSENCE;"TS TERRAINS/CHEMINS";1998;INFERIEURE;9;131,000;;1480;0,09;AUTOMATIQUE;7;9,237;9,587;6,237;6,770;5,225;5,811;6,335;7,085;6,359;6,961;;;;;;;210,43;218,38;142,01;154,13;118,94;132,27;144,25;161,33;144,80;158,50;0,135;0,018;0,014;;;1555;1555;Malus;740;42588
CITROEN;"C5 AIRCROSS";"C5 AIRCROSS";STELLANTIS;"C5 AIRCROSS (181ch+30Kw)";"ELEC+ESSENC HR";"TS TERRAINS/CHEMINS";1598;"MOYENNE INFERIEURE";10;133,000;30,000;1770;0,08;AUTOMATIQUE;8;;;;;;;;;1,271;1,797;150,000;175,000;64,000;53,000;75,000;60,000;;;;;;;;;28,71;40,60;0,460;0,015;0,016;;0,001;1845;1845;"Bonus 1000";;46810
KIA;CEED;CEED;HYUNDAI;"CEED SW 1.5 essence T-GDi (160ch) ISG DCT7";ESSENCE;BREAK;1482;"MOYENNE INFERIEURE";8;117,500;;1332;0,09;AUTOMATIQUE;7;7,259;7,772;5,553;5,973;4,964;5,251;5,981;6,241;5,750;6,085;;;;;;;164,82;176,49;126,00;135,56;112,61;119,13;135,75;141,64;130,50;138,10;0,187;0,025;0,042;;;1407;1407;Malus;230;32189
HYUNDAI;TUCSON;TUCSON;HYUNDAI;"TUCSON Hybrid 230 N Line Executive";"ESS+ELEC HNR";"TS TERRAINS/CHEMINS";1598;"MOYENNE SUPERIEURE";10;132,400;14,700;1564;0,08;AUTOMATIQUE;6;5,676;6,110;4,648;5,004;4,693;5,087;6,635;7,158;5,503;5,941;;;;;;;128,94;138,86;105,53;113,67;106,56;115,57;150,74;162,70;125,00;135,00;0,129;0,011;0,028;;;1639;1639;Malus;11905;40610
B.M.W.;"SERIE 4";440;AUTRES;"M440d xDrive Cabriolet";"GAZ+ELEC HNR";CABRIOLET;2993;"MOYENNE SUPERIEURE";22;250,000;;1980;0,13;AUTOMATIQUE;8;10,083;10,614;5,843;6,431;4,990;5,616;5,334;6,241;5,964;6,669;;;;;;;264,09;277,99;152,94;168,37;130,57;147,00;139,59;163,37;156,10;174,60;0,114;;0,033;0,047;0,001;2055;2055;Malus;14487;78250
B.M.W.;"SERIE 4";440;AUTRES;"M440i xDrive Coupe";"ESS+ELEC HNR";COUPE;2998;"MOYENNE SUPERIEURE";26;275,000;;1740;0,16;AUTOMATIQUE;8;11,106;11,712;7,525;8,173;6,382;7,190;6,921;7,966;7,435;8,268;;;;;;;253,13;266,95;171,45;186,23;145,38;163,83;157,67;181,52;169,40;188,40;0,087;0,013;0,009;;;1815;1815;Malus;12100;70650
RENAULT;TRAFIC;TRAFIC;RENAULT;"TRAFIC (149ch)";GAZOLE;MINIBUS;1997;"MOYENNE SUPERIEURE";8;110,000;;1962;0,06;MECANIQUE;6;7,667;9,108;6,543;7,479;5,846;6,710;7,497;8,316;6,817;7,756;;;;;;;201,26;239,12;171,74;196,32;153,44;176,13;196,79;218,31;178,92;203,60;0,040;;0,038;0,045;;2037;2037;Malus;11920;41350
B.M.W.;"SERIE X";X2;AUTRES;"X2 sDrive16d";GAZOLE;"TS TERRAINS/CHEMINS";1496;"MOYENNE SUPERIEURE";6;85,000;;1495;0,06;AUTOMATIQUE;7;5,970;6,708;5,279;5,822;4,331;5,115;5,032;5,944;4,991;5,766;;;;;;;156,35;175,71;138,24;152,48;113,39;133,95;131,76;155,68;130,70;151,00;0,038;;0,018;0,043;;1570;1570;Malus;280;42917
RENAULT;KANGOO;KANGOO;RENAULT;"KANGOO (95ch)";GAZOLE;COMBISPACE;1461;INFERIEURE;5;70,000;;1577;0,04;MECANIQUE;6;5,601;6,395;5,099;5,601;4,494;5,084;5,766;6,957;5,216;6,028;;;;;;;146,88;167,77;133,68;146,90;117,78;133,31;151,22;182,55;136,76;158,13;0,164;0,045;0,035;0,078;;1652;1652;Malus;310;28050
DS;"DS 3 CROSSBACK";"3 CROSSBACK";STELLANTIS;"3 CROSSBACK (130ch)";GAZOLE;"TS TERRAINS/CHEMINS";1499;INFERIEURE;7;96,000;;1205;0,08;AUTOMATIQUE;8;5,567;5,724;4,569;5,111;4,236;4,820;5,239;5,995;4,837;5,417;;;;;;;146,00;150,11;119,79;134,04;111,06;126,39;137,38;157,23;126,83;142,05;0,050;;0,053;0,058;;1280;1280;Malus;190;37067
CITROEN;C3;C3;STELLANTIS;"C3 (102ch)";GAZOLE;BERLINE;1499;INFERIEURE;5;75,000;;1090;0,07;MECANIQUE;6;4,615;5,129;3,730;4,534;3,451;4,236;4,409;5,253;4,003;4,777;;;;;;;120,95;134,50;97,74;118,87;90,41;111,06;115,55;137,74;104,89;125,24;0,084;;0,051;0,058;;1165;1165;"Neutre 0";;23200
SKODA;KAROQ;KAROQ;VGF;"Karoq 2.0 TDI (116ch) DSG7 4*2 norme AP freins 15'' Ambition Classe A avec alt 140A famA";GAZOLE;"TS TERRAINS/CHEMINS";1968;"MOYENNE SUPERIEURE";6;85,000;;1409;0,06;AUTOMATIQUE;7;6,360;6,884;4,360;5,113;3,855;4,692;4,586;5,797;4,551;5,461;;;;;;;166,78;180,53;114,28;134,05;101,05;123,00;120,23;152,00;119,30;143,20;0,025;;0,036;0,059;;1484;1484;Malus;125;39098
CUPRA;FORMENTOR;FORMENTOR;VGF;"CUPRA FORMENTOR 2.0 TSI (190ch) DSG7 4DRIVE";ESSENCE;"TS TERRAINS/CHEMINS";1984;"MOYENNE SUPERIEURE";10;140,000;;1512;0,09;AUTOMATIQUE;7;9,680;10,619;7,356;8,302;6,116;7,283;6,907;8,681;7,124;8,431;;;;;;;219,81;241,06;166,98;188,36;138,78;165,19;156,76;196,99;161,70;191,30;0,229;0,020;0,015;;;1587;1587;Malus;6375;42200
RENAULT;KANGOO;KANGOO;RENAULT;"KANGOO (115ch)";GAZOLE;COMBISPACE;1461;INFERIEURE;6;85,000;;1579;0,05;MECANIQUE;6;6,139;6,782;5,430;6,022;4,755;5,555;6,087;7,344;5,549;6,447;;;;;;;161,01;177,96;142,36;157,96;124,60;145,68;159,63;192,74;145,49;169,16;0,170;0,048;0,039;0,086;0,001;1654;1654;Malus;1172;29800
VOLKSWAGEN;T-ROC;T-ROC;VGF;"T-ROC CABRIOLET 1.0 TSI (110ch) Traction Cab BVM6 pn de 17'' Ã  19''";ESSENCE;CABRIOLET;999;INFERIEURE;6;81,000;;1421;0,06;MECANIQUE;6;7,637;8,388;5,845;6,744;5,037;6,054;5,938;7,374;5,868;6,974;;;;;;;173,44;190,46;132,69;153,08;114,31;137,38;134,79;167,40;133,20;158,30;0,158;0,018;0,031;;;1496;1496;Malus;400;37205
PORSCHE;"911 TARGA 4 GTS";911;VGF;"911 TARGA 4 GTS PDK";ESSENCE;CABRIOLET;2981;LUXE;37;353,000;;1685;0,21;AUTOMATIQUE;8;18,444;18,973;10,021;10,988;8,711;9,733;9,447;10,664;10,535;11,549;;;;;;;418,61;430,59;227,35;249,27;197,58;220,77;214,31;241,90;239,00;262,00;0,133;0,012;0,014;;;1760;1760;Malus;40000;171806
RENAULT;TRAFIC;TRAFIC;RENAULT;"TRAFIC (149ch)";GAZOLE;MINIBUS;1997;"MOYENNE SUPERIEURE";8;110,000;;2058;0,05;AUTOMATIQUE;6;8,803;9,145;6,712;7,612;5,896;6,832;7,281;8,416;6,941;7,861;;;;;;;231,13;240,11;176,21;199,85;154,79;179,36;191,15;220,97;182,22;206,39;0,017;;0,033;0,040;;2133;2133;Malus;16439;45500
B.M.W.;"SERIE X";X2;AUTRES;"X2 xDrive20d";GAZOLE;"TS TERRAINS/CHEMINS";1995;"MOYENNE SUPERIEURE";10;140,000;;1605;0,09;AUTOMATIQUE;8;6,505;7,685;5,188;6,378;4,740;5,555;5,402;6,223;5,301;6,243;;;;;;;170,49;201,44;135,92;167,12;124,17;145,52;141,55;163,07;138,90;163,60;0,071;;0,020;0,056;;1680;1680;Malus;650;50717
B.M.W.;"SERIE 4";420;AUTRES;"420d xDrive Coupe";"GAZ+ELEC HNR";COUPE;1995;"MOYENNE SUPERIEURE";10;140,000;;1670;0,08;AUTOMATIQUE;8;6,436;6,890;4,744;5,689;4,330;5,045;4,802;5,791;4,862;5,687;;;;;;;168,70;180,59;124,29;149,06;113,43;132,16;125,83;151,73;127,40;149,00;0,087;;0,017;0,045;;1745;1745;Malus;11910;58050
B.M.W.;"SERIE 4";420;AUTRES;"420i Gran Coupe";ESSENCE;BERLINE;1998;"MOYENNE SUPERIEURE";10;135,000;;1620;0,08;AUTOMATIQUE;8;9,556;9,999;6,655;7,346;5,638;6,535;6,193;7,342;6,564;7,448;;;;;;;217,23;227,18;151,18;166,78;128,01;148,32;140,66;166,70;149,10;169,10;0,255;0,022;0,014;;;1695;1695;Malus;2544;53833
VOLKSWAGEN;T-ROC;T-ROC;VGF;"T-ROC 1.5 TSI (150ch) Traction SUV DSG7 pn de 16'' Ã  19''";ESSENCE;"TS TERRAINS/CHEMINS";1498;INFERIEURE;8;110,000;;1283;0,09;AUTOMATIQUE;7;8,111;8,589;6,191;6,849;5,505;6,176;6,632;7,550;6,392;7,122;;;;;;;183,06;193,85;139,68;154,53;124,15;139,32;149,63;170,38;144,20;160,70;0,126;0,014;0,010;;;1358;1358;Malus;650;36985
B.M.W.;"SERIE 4";430;AUTRES;"430d 48v Cabriolet";"GAZ+ELEC HNR";CABRIOLET;2993;"MOYENNE SUPERIEURE";17;210,000;;1880;0,11;AUTOMATIQUE;8;7,704;8,136;5,242;5,846;4,458;5,261;5,094;6,077;5,276;6,052;;;;;;;201,93;213,28;137,31;153,19;116,75;137,83;133,43;159,23;138,20;158,60;0,125;;0,044;0,057;0,001;1955;1955;Malus;13469;67400
RENAULT;TWINGO;TWINGO;RENAULT;"TWINGO (65ch)";ESSENCE;BERLINE;999;ECONOMIQUE;4;48,000;;940;0,05;MECANIQUE;5;6,240;6,808;4,643;4,795;4,409;4,556;5,579;5,760;5,115;5,332;;;;;;;141,24;154,21;104,98;108,51;99,67;103,10;126,22;130,43;115,70;120,70;0,225;0,018;0,022;;;1015;1015;"Neutre 0";;16900
B.M.W.;"SERIE X";X4;AUTRES;"X4 M40i";"ESS+ELEC HNR";"TS TERRAINS/CHEMINS";2998;SUPERIEURE;24;265,000;;1920;0,14;AUTOMATIQUE;8;12,469;12,850;8,544;9,218;7,431;8,289;8,456;9,547;8,692;9,532;;;;;;;283,70;292,36;194,32;209,67;168,98;188,50;192,32;217,14;197,70;216,80;0,109;0,015;0,013;;;1995;1995;Malus;13924;80750
RENAULT;ZOE;ZOE;RENAULT;"ZOE (51Kw)";ELECTRIC;BERLINE;0;ECONOMIQUE;4;;51,000;1502;0,00;"VARIATION ELECTRIQUE";0;;;;;;;;;;;158,900;189,900;402,000;342,000;569,400;465,800;;;;;;;;;;;;;;;;1577;1577;"Bonus 4000";-6000;35167
RENAULT;TRAFIC;TRAFIC;RENAULT;"TRAFIC (149ch)";GAZOLE;MINIBUS;1997;"MOYENNE SUPERIEURE";8;110,000;;2012;0,05;MECANIQUE;6;7,667;9,108;6,543;7,479;5,846;6,710;7,497;8,316;6,817;7,756;;;;;;;201,26;239,12;171,74;196,32;153,44;176,13;196,79;218,31;178,92;203,60;0,040;;0,038;0,045;;2087;2087;Malus;14358;41350
B.M.W.;"SERIE 5";530;AUTRES;"530d xDrive Touring";"GAZ+ELEC HNR";BREAK;2993;LUXE;17;210,000;;1925;0,11;AUTOMATIQUE;8;8,420;9,136;5,710;6,483;4,971;5,722;5,380;6,350;5,726;6,555;;;;;;;220,53;239,26;149,49;169,74;130,10;149,77;140,84;166,25;149,90;171,60;0,112;;0,052;0,073;;2000;2000;Malus;13928;72588
FORD;FIESTA;FIESTA;FORD;"FIESTA 1.0 Flexifuel (95ch) S&S BVM6";SUPERETHANOL;BERLINE;999;INFERIEURE;5;69,900;;1114;0,06;MECANIQUE;6;8,870;10,145;6,612;7,847;6,035;7,363;7,505;8,962;7,052;8,399;;;;;;;145,35;166,21;108,30;128,48;98,82;120,55;122,96;146,78;115,51;137,55;0,393;0,036;0,010;;;1189;1307;"Neutre 0";;23090
LAMBORGHIN;AVENTADOR;AVENTADOR;VGF;"Aventador Countach";"ESS+ELEC HNR";COUPE;6498;LUXE;83;574,000;6,000;1705;0,34;AUTOMATIQUE;7;;35,700;;21,100;;16,200;;15,300;;19,500;;;;;;;;809,00;;477,00;;366,00;;345,00;;440,00;;;;;;1780;1780;Malus;11997;337865
FORD;"TRANSIT CUSTOM";"TRANSIT CUSTOM";FORD;"TRANSIT CUSTOM 2.0 EcoBlue (105ch) BVM6";GAZOLE;MINIBUS;1995;"MOYENNE INFERIEURE";5;77,300;;2012;0,04;MECANIQUE;6;7,024;10,060;5,797;9,161;5,629;9,343;5,582;13,147;5,832;10,751;;;;;;;184,14;263,82;151,93;240,22;147,52;245,02;146,28;344,84;152,85;281,95;0,117;0,014;0,049;0,065;0,001;2087;2501;Malus;23159;33533
FORD;"TRANSIT CUSTOM";"TRANSIT CUSTOM";FORD;"TRANSIT CUSTOM 2.0 EcoBlue (130ch) BVA6";GAZOLE;MINIBUS;1995;"MOYENNE INFERIEURE";7;95,600;;2093;0,05;AUTOMATIQUE;6;9,504;11,088;7,384;8,641;6,672;7,772;8,621;9,561;7,886;9,025;;;;;;;249,37;290,99;193,74;226,75;175,04;203,93;226,20;250,91;206,90;236,84;0,044;0,006;0,020;0,026;0,001;2168;2519;Malus;42514;52346
SKODA;KAROQ;KAROQ;VGF;"Karoq Style 2.0 TDI (116ch) DSG7 4x2 classe C";GAZOLE;"TS TERRAINS/CHEMINS";1968;"MOYENNE SUPERIEURE";6;85,000;;1430;0,06;AUTOMATIQUE;7;6,360;6,884;4,360;5,113;3,855;4,692;4,586;5,797;4,551;5,461;;;;;;;166,78;180,53;114,28;134,05;101,05;123,00;120,23;152,00;119,30;143,20;0,025;;0,036;0,059;;1505;1505;Malus;190;39098
B.M.W.;"SERIE 3";340;AUTRES;"M340d xDrive Touring";"GAZ+ELEC HNR";BREAK;2993;SUPERIEURE;22;250,000;;1870;0,13;AUTOMATIQUE;8;10,190;10,569;5,618;6,396;4,804;5,632;5,169;6,372;5,816;6,708;;;;;;;267,31;277,29;147,28;167,73;125,93;147,67;135,51;167,09;152,50;175,90;0,102;;0,041;0,055;0,001;1945;1945;Malus;13387;73650
B.M.W.;"SERIE X";X2;AUTRES;"X2 sDrive20i";ESSENCE;"TS TERRAINS/CHEMINS";1998;"MOYENNE SUPERIEURE";9;131,000;;1470;0,09;AUTOMATIQUE;7;9,111;9,800;6,440;7,150;5,323;6,276;6,423;7,637;6,445;7,406;;;;;;;207,59;223,19;146,67;162,75;121,21;142,83;146,29;173,86;146,80;168,60;0,159;0,021;0,013;;;1545;1545;Malus;1074;46817
MINI;MINI;CABRIO;B.M.W.;"MINI Cooper Cabrio (F57)";ESSENCE;CABRIOLET;1499;INFERIEURE;7;100,000;;1285;0,08;AUTOMATIQUE;7;7,726;8,231;5,369;6,121;4,581;5,517;5,361;6,685;5,437;6,416;;;;;;;175,61;187,03;121,95;138,99;104,02;125,23;121,76;151,83;123,50;145,70;0,200;0,019;0,010;;0,001;1360;1360;Malus;310;36733
B.M.W.;"SERIE 1";116;AUTRES;116i;ESSENCE;BERLINE;1499;"MOYENNE INFERIEURE";6;80,000;;1340;0,06;AUTOMATIQUE;7;7,931;8,435;5,596;6,443;4,900;6,012;5,768;7,320;5,753;6,886;;;;;;;181,21;192,71;127,81;147,16;111,88;137,32;131,73;167,21;131,40;157,30;0,072;0,014;0,008;;;1415;1415;Malus;330;36260
SKODA;KAROQ;KAROQ;VGF;"Karoq 2.0 TDI (116ch) BVM6 4*2 norme AP freins 15'' Ambition Classe A avec alt 140A famA";GAZOLE;"TS TERRAINS/CHEMINS";1968;"MOYENNE SUPERIEURE";6;85,000;;1402;0,06;MECANIQUE;6;5,809;6,175;4,115;4,630;3,609;4,203;4,358;5,216;4,271;4,912;;;;;;;152,37;161,93;107,91;121,41;94,64;110,20;114,28;136,77;112,00;128,80;0,015;;0,036;0,048;0,001;1477;1477;"Neutre 0";;35185
FIAT;500;500;STELLANTIS;"500e cabriolet Ã©lectrique 42 kWh";ELECTRIC;BERLINE;0;ECONOMIQUE;3;;43,000;1330;0,00;"VARIATION ELECTRIQUE";0;;;;;;;;;;;133,200;155,800;337,000;282,000;479,000;401,900;;;;;;;;;;;;;;;;1405;1405;"Bonus 4000";-6000;32267
PORSCHE;"PANAMERA 4 E-HYBRID";PANAMERA;VGF;"PANAMERA 4 E-HYBRID";"ELEC+ESSENC HR";BERLINE;2894;LUXE;21;243,000;70,000;2220;0,11;AUTOMATIQUE;8;;;;;;;;;1,900;2,200;222,950;234,440;57,000;53,000;56,000;54,000;;;;;;;;;43,90;50,80;0,220;0,015;0,005;;;2295;2475;"Neutre 0";;125222
B.M.W.;"SERIE X";X2;AUTRES;"X2 sDrive18i";ESSENCE;"TS TERRAINS/CHEMINS";1499;"MOYENNE SUPERIEURE";7;100,000;;1430;0,07;AUTOMATIQUE;7;8,594;9,260;6,196;6,984;5,272;6,241;6,189;7,565;6,228;7,265;;;;;;;195,58;210,61;140,87;158,71;119,79;141,77;140,71;171,96;141,60;165,10;0,312;0,031;0,016;;;1505;1505;Malus;740;42517
SKODA;KAROQ;KAROQ;VGF;"Karoq Ambition 1.5 TSI (150ch) DSG7 4x2 classe C";ESSENCE;"TS TERRAINS/CHEMINS";1498;"MOYENNE SUPERIEURE";8;110,000;;1330;0,08;AUTOMATIQUE;7;8,322;8,722;6,226;6,920;5,475;6,092;6,621;7,445;6,414;7,091;;;;;;;189,24;198,35;141,53;157,31;124,43;138,44;150,52;169,26;145,80;161,20;0,172;0,022;0,025;;;1405;1405;Malus;740;37898
PEUGEOT;208;208;AUTRES;"208 (101ch)";ESSENCE;BERLINE;1199;INFERIEURE;5;74,000;;1090;0,07;AUTOMATIQUE;8;6,634;7,073;5,169;5,776;4,406;4,989;5,175;6,047;5,131;5,802;;;;;;;150,04;159,98;116,78;130,54;99,48;112,69;116,92;136,69;115,93;131,14;0,314;0,025;0,031;;;1165;1165;"Neutre 0";;26013
FIAT;PANDA;PANDA;STELLANTIS;"PANDA 1.0 BSG (70ch)";"ESS+ELEC HNR";BERLINE;999;INFERIEURE;4;51,500;1,370;995;0,05;MECANIQUE;6;5,629;5,839;4,814;5,199;4,312;4,815;5,410;6,257;4,979;5,541;;;;;;;128,48;133,12;109,81;118,47;98,31;109,68;123,47;142,71;113,60;126,31;0,281;0,031;0,048;;;1070;1070;"Neutre 0";11900;14790
AUDI;"A3 SPORTBACK";A3;VGF;"A3 Sportback facelift 40 TDI (200ch) quattro S tronic 7";GAZOLE;BERLINE;1968;"MOYENNE INFERIEURE";11;147,000;;1480;0,10;AUTOMATIQUE;7;8,022;8,341;5,737;6,256;4,920;5,461;5,513;6,328;5,710;6,314;;;;;;;210,41;218,80;150,46;164,07;129,03;143,21;144,57;165,96;149,75;165,60;0,023;;0,033;0,043;0,001;1555;1555;Malus;1504;46938
PEUGEOT;508;508;AUTRES;"508 SW (130ch)";ESSENCE;BREAK;1199;"MOYENNE SUPERIEURE";7;96,000;;1420;0,07;AUTOMATIQUE;8;7,444;8,100;5,861;6,674;4,913;5,775;5,478;6,735;5,644;6,609;;;;;;;167,62;182,37;131,86;150,16;110,46;129,86;123,21;151,55;126,96;148,69;0,341;0,020;0,038;;;1495;1495;Malus;260;43375
VOLKSWAGEN;CADDY;CADDY;VGF;"CADDY 5 MAXI Caddy/Life 2.0 TDI (102ch) BVM6";GAZOLE;COMBISPACE;1968;INFERIEURE;5;75,000;;1620;0,05;MECANIQUE;6;5,809;6,532;4,342;5,282;3,905;4,751;4,892;5,994;4,598;5,538;;;;;;;152,14;171,30;113,69;138,49;102,25;124,57;128,11;157,18;120,40;145,20;0,023;;0,041;0,062;;1695;1695;Malus;150;35330
HYUNDAI;"I 10";"I 10";HYUNDAI;"Nouvelle i10 1.0 ECO 4PL";ESSENCE;BERLINE;998;ECONOMIQUE;4;49,300;;924;0,05;MECANIQUE;5;5,923;6,066;4,467;4,829;4,143;4,569;5,265;6,111;4,844;5,368;;;;;;;134,59;137,90;101,41;109,71;94,02;103,79;119,60;138,92;110,00;122,00;0,406;0,028;0,012;;;999;999;"Neutre 0";;14613
HYUNDAI;TUCSON;TUCSON;HYUNDAI;"TUCSON CRDi 136 DCT-7 Hybrid 48V N Line Executive";"GAZ+ELEC HNR";"TS TERRAINS/CHEMINS";1598;"MOYENNE SUPERIEURE";7;100,000;7,940;1531;0,07;AUTOMATIQUE;7;5,208;5,464;4,684;5,285;4,350;4,502;5,558;5,946;4,961;5,302;;;;;;;136,38;143,15;122,62;138,45;113,87;117,90;145,57;155,79;129,90;138,90;0,130;;0,014;0,045;;1606;1606;Malus;11909;41825
KIA;NIRO;NIRO;HYUNDAI;"Niro PHEV 1.6 essence Gdi (105ch) ISG / Electrique (83ch) DCT6 Syst. Hybride rechargeable (183ch)";"ELEC+ESSENC HR";"TS TERRAINS/CHEMINS";1580;"MOYENNE INFERIEURE";5;77,200;20,700;1519;0,05;AUTOMATIQUE;6;;;;;;;;;0,820;1,013;129,000;140,000;65,000;59,000;84,000;76,000;;;;;;;;;18,56;23,03;0,037;0,008;0,006;;;1594;1594;"Bonus 1000";;42050
MINI;MINI;MINI;B.M.W.;"MINI Cooper Hatch 3P (F56)";ESSENCE;BERLINE;1499;INFERIEURE;7;100,000;;1175;0,09;AUTOMATIQUE;7;7,726;8,231;5,369;6,121;4,581;5,517;5,361;6,685;5,437;6,416;;;;;;;175,61;187,03;121,95;138,99;104,02;125,23;121,76;151,83;123,50;145,70;0,200;0,019;0,010;;0,001;1250;1250;"Neutre 0";;33300
B.M.W.;"SERIE X";X3;AUTRES;"X3 xDrive20i";"ESS+ELEC HNR";"TS TERRAINS/CHEMINS";1998;SUPERIEURE;10;135,000;;1800;0,08;AUTOMATIQUE;8;9,723;10,613;7,321;8,280;6,389;7,507;7,510;8,926;7,421;8,582;;;;;;;221,13;241,35;166,44;188,24;145,21;170,63;170,73;202,94;168,70;195,10;0,157;0,013;0,017;;;1875;1875;Malus;12695;54800
B.M.W.;"SERIE 3";316;AUTRES;"316d Touring";"GAZ+ELEC HNR";BREAK;1995;SUPERIEURE;6;90,000;;1660;0,05;AUTOMATIQUE;8;6,361;6,927;4,785;5,760;4,468;5,178;5,051;5,950;4,991;5,803;;;;;;;166,86;181,71;125,49;151,07;117,16;135,78;132,46;156,04;130,90;152,20;0,049;;0,018;0,040;;1735;1735;Malus;11906;48300
TOYOTA;CAMRY;CAMRY;TOYOTA;"Camry 2.5L Hybrid Dynamic Force (218ch) Berline Dynamic. Dynamic Business";"ESS+ELEC HNR";BERLINE;2487;SUPERIEURE;9;131,000;48,000;1595;0,08;"VARIATION CONTINUE";0;5,899;6,206;4,680;4,928;4,691;4,972;5,862;6,298;5,265;5,598;;;;;;;133,67;140,59;105,99;111,57;106,23;112,58;132,84;142,69;119,27;126,78;0,182;0,014;0,002;;;1670;1670;"Neutre 0";11900;44693
KIA;XCEED;XCEED;HYUNDAI;"XCEED 1.6 Diesel CRDi (136ch) ISG MHEV iBVM6";"GAZ+ELEC HNR";"TS TERRAINS/CHEMINS";1598;"MOYENNE INFERIEURE";7;100,000;5,700;1370;0,07;MECANIQUE;6;5,502;5,533;4,520;4,762;4,250;4,373;5,403;5,684;4,881;5,072;;;;;;;144,09;144,90;118,32;124,66;111,25;114,48;141,51;148,85;127,80;132,80;0,123;;0,017;0,056;;1445;1445;Malus;11905;34050
RENAULT;ESPACE;ESPACE;RENAULT;"ESPACE (189ch)";GAZOLE;MONOSPACE;1997;SUPERIEURE;10;139,000;;1848;0,08;AUTOMATIQUE;6;7,637;7,910;6,049;6,500;5,242;5,815;6,269;6,805;6,090;6,585;;;;;;;200,66;207,84;158,93;170,77;137,71;152,77;164,72;178,78;160,00;173,00;0,014;;0,021;0,029;;1923;1923;Malus;5014;57550
"ALFA ROMEO";STELVIO;STELVIO;STELLANTIS;"STELVIO 2.2 Diesel (190ch) AT8";GAZOLE;"TS TERRAINS/CHEMINS";2143;SUPERIEURE;10;140,000;;1680;0,08;AUTOMATIQUE;8;7,259;7,900;5,436;6,144;4,783;5,140;5,699;6,333;5,571;6,219;;;;;;;190,28;207,08;142,46;161,04;125,34;141,79;149,37;166,00;146,00;163,00;0,044;;0,035;0,040;;1755;1755;Malus;1629;56350
PEUGEOT;508;508;AUTRES;"508 (181ch+30Kw)";"ELEC+ESSENC HR";BERLINE;1598;"MOYENNE SUPERIEURE";10;133,000;30,000;1720;0,08;AUTOMATIQUE;8;;;;;;;;;1,200;1,700;141,000;161,000;63,000;53,000;66,000;56,000;;;;;;;;;27,00;38,00;0,599;0,018;0,017;;;1795;1795;"Neutre 0";;50100
FORD;"TRANSIT CUSTOM";"TRANSIT CUSTOM";FORD;"TRANSIT CUSTOM 2.0 EcoBlue Hybrid (130ch) BVM6";"GAZ+ELEC HNR";MINIBUS;1995;"MOYENNE INFERIEURE";7;95,600;7,200;2119;0,05;MECANIQUE;6;7,665;8,703;6,472;7,735;6,013;6,942;7,839;9,026;6,974;8,078;;;;;;;201,07;228,32;169,75;202,91;157,71;182,12;205,64;236,82;182,94;211,92;0,061;0,008;0,025;0,033;0,002;2194;2542;Malus;19392;48288
NISSAN;"LEAF 62kWh";LEAF;NISSAN;"LEAF 62kWh";ELECTRIC;BERLINE;0;"MOYENNE INFERIEURE";6;;90,000;1681;0,00;"VARIATION ELECTRIQUE";0;;;;;;;;;;;147,000;160,000;449,000;410,000;606,000;558,000;;;;;;;;;;;;;;;;1756;1756;"Bonus 4000";-6000;39770
